Pixel	Original Data	fitted Data	
833.0	594.196	2.02266273261e-09	
834.0	627.918	1.41427176959e-07	
835.0	609.763	7.34972389315e-06	
836.0	640.021	0.000283882046954	
837.0	650.34	0.00814954916115	
838.0	654.866	0.173883347264	
839.0	732.361	2.75747225698	
840.0	732.227	32.5007260941	
841.0	914.546	284.710659633	
842.0	1046.71	1853.71576534	
843.0	1429.76	8970.38972173	
844.0	4328.6	32263.2588081	
845.0	48600.1	86244.9964375	
846.0	190047.0	171351.687006	
847.0	301239.0	253030.086062	
848.0	241834.0	277709.847131	
849.0	203038.0	226579.198736	
850.0	151662.0	137719.922672	
851.0	98687.2	64101.3413978	
852.0	42018.9	30562.2533581	
853.0	12306.4	38505.42669	
854.0	36612.6	87279.0528809	
855.0	177781.0	170772.008529	
856.0	316510.0	257581.906411	
857.0	277708.0	296869.68417	
858.0	226690.0	261274.938885	
859.0	175897.0	175587.114446	
860.0	118167.0	90105.0828346	
861.0	57106.8	35307.5531381	
862.0	14973.6	10564.4679597	
863.0	4276.52	2413.73349252	
864.0	2648.02	421.107213093	
865.0	2180.6	56.0993361005	
866.0	1974.46	5.70669208932	
867.0	1627.19	0.44327458967	
868.0	1555.62	0.0262919567983	
869.0	1485.11	0.00119078857995	
870.0	1439.09	4.11820621212e-05	
871.0	1453.45	1.08753488112e-06	
872.0	1360.18	2.1930068009e-08	
873.0	1246.37	3.37674635093e-10	
874.0	976.897	3.97025660908e-12	
875.0	1025.54	3.56451455948e-14	
876.0	848.237	2.44367747675e-16	
877.0	749.505	1.27923123911e-18	
878.0	912.495	5.1134722604e-21	
879.0	885.464	1.56078984112e-23	
880.0	802.464	3.63776493513e-26	
881.0	830.763	6.47420598065e-29	
882.0	727.113	8.7983264177e-32	
883.0	756.237	9.13009518645e-35	
884.0	705.742	7.23456158265e-38	
885.0	643.887	4.37734531181e-41	
886.0	671.608	2.02241871346e-44	
887.0	646.608	7.13498426952e-48	
888.0	610.814	1.92210293652e-51	
889.0	591.742	3.95386595713e-55	
890.0	682.196	6.210533647e-59	
891.0	677.711	7.44899312716e-63	
892.0	506.412	6.82225432877e-67	
893.0	624.948	4.77111533329e-71	
894.0	662.196	2.54784850826e-75	
895.0	456.938	1.03893640895e-79	
896.0	649.938	3.23493834542e-84	
897.0	566.072	7.69138811879e-89	
898.0	560.897	1.39638483501e-93	
899.0	547.773	1.93582991868e-98	
900.0	502.732	2.04923115131e-103	
901.0	513.99	1.65644255049e-108	
902.0	500.938	1.0224062235e-113	
903.0	601.742	4.81872639764e-119	
904.0	516.948	1.73421416587e-124	
905.0	515.845	4.76578963146e-130	
906.0	557.072	1.00006604991e-135	
907.0	499.371	1.60244885704e-141	
908.0	539.557	1.96065575578e-147	
909.0	456.258	1.83180903622e-153	
910.0	475.515	1.30683489626e-159	
911.0	531.072	7.11906447372e-166	
912.0	482.588	2.96133000363e-172	
913.0	475.897	9.4061600671e-179	
914.0	382.588	2.28139035182e-185	
915.0	561.124	4.22521208757e-192	
916.0	553.113	5.97529159826e-199	
917.0	974.856	6.45254990132e-206	
918.0	2735.74	5.3206576674e-213	
919.0	4001.64	3.35012444609e-220	
920.0	3902.66	1.61071328284e-227	
921.0	2924.13	5.91339946608e-235	
922.0	1860.73	1.65774555775e-242	
923.0	1356.07	3.54862579654e-250	
924.0	930.299	5.80048376032e-258	
925.0	533.247	7.23985557298e-266	
926.0	479.979	6.90012991061e-274	
927.0	512.412	5.02164849387e-282	
928.0	539.34	2.79059639784e-290	
929.0	422.557	1.18415738118e-298	
930.0	535.443	3.83692668549e-307	
931.0	417.68	9.49061558659e-316	
932.0	393.948	0.0	
933.0	477.99	0.0	
934.0	506.155	0.0	
935.0	414.753	0.0	
936.0	518.691	0.0	
937.0	467.938	0.0	
938.0	414.464	0.0	
939.0	511.701	0.0	
940.0	470.351	0.0	
941.0	428.021	0.0	
942.0	454.247	0.0	
943.0	430.567	0.0	
944.0	489.804	0.0	
945.0	445.34	0.0	
946.0	469.227	0.0	
947.0	485.474	0.0	
948.0	369.99	0.0	
949.0	415.639	0.0	
950.0	468.258	0.0	
951.0	378.175	0.0	
952.0	487.876	0.0	
953.0	461.753	0.0	
954.0	386.196	0.0	
955.0	373.948	0.0	
956.0	470.938	0.0	
957.0	382.887	0.0	
958.0	520.619	0.0	
959.0	399.856	0.0	
960.0	400.216	0.0	
961.0	426.948	0.0	
962.0	420.66	0.0	
963.0	332.629	0.0	
964.0	533.639	0.0	
965.0	655.505	0.0	
966.0	851.515	0.0	
967.0	1068.4	0.0	
968.0	899.711	0.0	
969.0	684.443	0.0	
970.0	694.753	0.0	
971.0	534.763	0.0	
972.0	425.082	0.0	
973.0	579.443	0.0	
974.0	437.701	0.0	
975.0	413.485	0.0	
976.0	451.732	0.0	
977.0	450.99	0.0	
978.0	526.124	0.0	
979.0	591.784	0.0	
980.0	430.485	0.0	
981.0	543.629	0.0	
982.0	503.598	0.0	
983.0	535.876	0.0	
984.0	473.773	0.0	
985.0	452.454	0.0	
986.0	450.175	0.0	
987.0	432.526	0.0	
988.0	414.691	0.0	
989.0	421.381	0.0	
990.0	379.32	0.0	
991.0	456.505	0.0	
992.0	405.814	0.0	
993.0	412.577	0.0	
994.0	525.474	0.0	
995.0	479.34	0.0	
996.0	442.938	0.0	
997.0	371.124	0.0	
998.0	432.732	0.0	
999.0	448.66	0.0	
1000.0	474.536	0.0	
1001.0	599.34	0.0	
1002.0	524.093	0.0	
1003.0	481.567	0.0	
1004.0	538.918	0.0	
1005.0	522.907	0.0	
1006.0	418.309	0.0	
1007.0	486.237	0.0	
1008.0	425.258	0.0	
1009.0	341.928	0.0	
1010.0	465.278	0.0	
1011.0	381.093	0.0	
1012.0	297.206	0.0	
1013.0	500.608	0.0	
1014.0	367.299	0.0	
1015.0	343.814	0.0	
1016.0	444.289	0.0	
1017.0	401.196	0.0	
1018.0	354.907	0.0	
1019.0	463.423	0.0	
1020.0	373.155	0.0	
1021.0	287.99	0.0	
1022.0	460.918	0.0	
1023.0	373.619	0.0	
